customer_id,first_name,last_name,gender,language,agree_for_promo,autopay_card,customer_category,status,data_of_birth,customer_since,email,region,termination_date,msisdn
703,Avery,Lewis,female,French,1,Yes, physical,active,1980-05-09,2021-10-09,Avery.Lewis18179@mail.com,British Columbia,,+17781821176
704,Liam,Campbell,male,English,0,No, physical,active,1951-09-28,2020-10-04,Liam.Campbell24177@hotmail.com,British Columbia,,+12505071590
705,Emma,Beaulieu,female,French,0,Yes, physical,active,1977-11-12,2021-07-18,Emma.Beaulieu90762@hotmail.com,Ontario,,+15191686892
706,Mia,Gauthier,female,English,0,Yes, physical,active,1955-02-04,2021-01-23,Mia.Gauthier29596@aol.com,Alberta,2021-03-02,+17801495133
707,Isabella,Lavoie,female,English,0,Yes, physical,active,1998-05-10,2021-03-19,Isabella.Lavoie71937@yahoo.com,Ontario,,+13433682108
708,Charlie,Harris,female,French,0,Yes, physical,active,1958-01-05,2020-09-18,Charlie.Harris41808@hotmail.com,Quebec,2021-03-14,+14388819536
709,Aria,Cote,female,French,0,Yes, physical,active,1951-06-27,2020-04-05,Aria.Cote50615@yahoo.com,Ontario,,+16131269210
710,Miles,Campbell,male,English,1,No, physical,active,1966-09-22,2020-12-01,Miles.Campbell64525@mail.com,British Columbia,,+16724985015
711,Owen,Lapointe,male,English,1,No, physical,active,1983-02-09,2020-10-01,Owen.Lapointe44402@gmail.com,Saskatchewan,2021-08-13,+16399075503
712,Luca,Johnston,male,English,0,No,business,active,1996-04-05,2021-07-21,Luca.Johnston93974@hotmail.com,Ontario,,+15198296686
713,Lily,MacDonald,female,English,1,No,business,inactive,1989-12-23,2021-02-28,Lily.MacDonald71652@mail.com,British Columbia,,+16728778745
714,Aria,Pelletier,female,English,0,Yes, physical,active,1995-08-25,2021-02-28,Aria.Pelletier59260@mail.com,Ontario,,+14378774561
715,Luca,Reynolds,male,English,0,No, physical,active,1953-01-25,2021-12-06,Luca.Reynolds35267@aol.com,Quebec,2021-02-09,+14503937890
716,Jack,Belanger,male,French,1,No, physical,active,1981-04-12,2020-07-19,Jack.Belanger88031@gmail.com,Alberta,,+14037127368
717,Ethan,Landry,male,English,0,No, physical,inactive,1961-11-21,2021-12-31,Ethan.Landry80692@mail.com,Alberta,,+17804273483
718,Elliot,Morrison,male,French,0,No, physical,active,1982-08-11,2020-02-17,Elliot.Morrison42988@gmail.com,Nova Scotia,,+17821200536
719,Abigail,MacDonald,female,English,0,Yes, physical,active,1966-07-06,2020-06-26,Abigail.MacDonald30768@hotmail.com,Ontario,,+15193574789
720,Isabella,Cameron,female,English,1,Yes, physical,active,1998-09-16,2021-09-22,Isabella.Cameron86391@hotmail.com,Ontario,,+12897511453
721,William,Morin,male,English,1,Yes, physical,active,1963-04-05,2021-08-01,William.Morin95165@aol.com,British Columbia,,+12366931296
722,Alexander,Murray,male,French,1,No,business,active,1982-07-11,2021-08-12,Alexander.Murray70746@mail.com,Saskatchewan,,+13068237429
723,Olivia,Ouellet,female,English,0,Yes, physical,active,1997-09-12,2021-02-21,Olivia.Ouellet19107@gmail.com,Ontario,,+14375990858
724,Elliot,Girard,male,English,1,No, physical,active,1982-08-08,2021-04-04,Elliot.Girard1795@aol.com,Alberta,2020-08-06,+15877832822
725,Mia,Girard,female,French,1,Yes,business,active,1956-01-28,2020-06-28,Mia.Girard56341@mail.com,Ontario,,+12266186910
726,Leo,Graham,male,English,1,No, physical,active,1962-12-31,2021-10-11,Leo.Graham83415@mail.com,Quebec,,+18739691410
727,Nora,Campbell,female,English,1,No, physical,inactive,1981-11-20,2020-09-14,Nora.Campbell32650@gmail.com,British Columbia,2021-02-13,+12364081042
728,Hannah,Grant,female,English,1,Yes,business,active,1949-12-17,2020-06-05,Hannah.Grant49717@gmx.com,Newfoundland and Labrador,,+17098162386
729,Mateo,Murphy,male,English,0,Yes, physical,active,2000-11-04,2021-11-30,Mateo.Murphy16116@gmail.com,Ontario,2020-07-12,+19059159852
730,Mila,Lapointe,female,English,0,Yes, physical,active,1966-09-15,2021-12-10,Mila.Lapointe39190@yahoo.com,Alberta,,+18254713828
731,William,Jackson,male,Chinese,0,Yes, physical,active,1972-03-20,2020-09-09,William.Jackson10841@gmail.com,Alberta,,+15878896270
732,Nathan,Khan,male,English,0,No, physical,active,1999-02-04,2021-08-07,Nathan.Khan98968@aol.com,Ontario,2021-12-20,+13651445166
733,Abigail,Johnson,female,English,1,Yes, physical,active,1962-07-05,2021-02-23,Abigail.Johnson28059@yahoo.com,Ontario,2021-05-06,+14378277727
734,Liam,Reynolds,male,English,1,No, physical,active,1966-05-21,2021-09-19,Liam.Reynolds85798@aol.com,Ontario,,+12265364258
735,Ethan,Harris,male,English,0,Yes, physical,active,1994-07-13,2021-02-21,Ethan.Harris33770@gmail.com,Quebec,,+14387400292
736,Charlotte,Khan,female,English,0,No, physical,active,1980-06-18,2020-05-01,Charlotte.Khan10218@gmail.com,Newfoundland and Labrador,2021-11-18,+17094852875
737,Mila,Gauthier,female,English,1,Yes, physical,inactive,1946-12-21,2021-09-15,Mila.Gauthier19596@aol.com,British Columbia,2021-01-13,+12366902485
738,Liam,Bouchard,male,English,1,Yes, physical,active,1944-05-14,2020-02-04,Liam.Bouchard11767@gmx.com,Alberta,,+18259914575
739,Grayson,Gauthier,male,Chinese,0,No, physical,active,1943-03-20,2021-07-14,Grayson.Gauthier96576@hotmail.com,Ontario,2021-02-23,+18071606260
740,Nathan,Leblanc,male,English,0,Yes, physical,active,1957-12-21,2020-03-15,Nathan.Leblanc65002@mail.com,Alberta,,+15873498052
741,Charlotte,Murray,female,French,0,No, physical,active,1940-07-14,2021-04-24,Charlotte.Murray70011@gmx.com,Ontario,,+16475925057
742,James,Mitchell,male,English,0,No, physical,active,1953-02-28,2021-09-24,James.Mitchell94596@aol.com,Ontario,,+17057692884
743,Lily,Robinson,female,English,0,No, physical,active,1978-12-22,2021-03-05,Lily.Robinson76299@mail.com,Nova Scotia,2020-11-10,+19025339650
744,Henry,King,male,French,1,Yes, physical,active,1982-05-01,2021-11-24,Henry.King97088@aol.com,Alberta,,+17803803609
745,Jack,Michaud,male,English,1,No,business,active,2004-01-28,2020-10-10,Jack.Michaud84879@mail.com,Alberta,,+17808635213
746,Henry,Murphy,male,French,1,Yes, physical,active,1971-07-19,2020-03-25,Henry.Murphy74791@aol.com,Ontario,,+12267211824
747,James,Murphy,male,Chinese,0,No, physical,active,1966-05-16,2020-12-25,James.Murphy15159@aol.com,Quebec,2020-03-02,+15791372772
748,Alexander,Reynolds,male,English,0,No, physical,active,1979-03-01,2021-08-22,Alexander.Reynolds34243@yahoo.com,Quebec,2020-10-27,+15818784134
749,Theodore,Levesque,male,English,1,Yes, physical,active,1997-03-15,2021-05-04,Theodore.Levesque19071@yahoo.com,British Columbia,,+12506073726
750,Mateo,Lin,male,English,0,Yes,business,active,1952-11-21,2021-10-27,Mateo.Lin24963@hotmail.com,British Columbia,2020-12-09,+12502605590
751,Aria,Cameron,female,English,0,Yes, physical,active,1979-04-22,2020-02-20,Aria.Cameron32433@yahoo.com,Alberta,2020-02-11,+14038245668
752,Logan,Morrison,male,English,1,Yes, physical,active,1974-02-09,2021-11-30,Logan.Morrison24331@hotmail.com,Ontario,2019-09-13,+16478218682
753,Luca,Levesque,male,English,1,No, physical,active,1963-05-12,2020-05-17,Luca.Levesque59649@yahoo.com,Quebec,,+15812790378
754,Isabella,Morin,female,English,1,Yes, physical,active,1993-10-01,2021-05-31,Isabella.Morin83194@mail.com,Quebec,,+14182358989
755,Scarlett,Lewis,female,English,0,No, physical,inactive,1983-12-14,2020-01-23,Scarlett.Lewis71763@mail.com,Alberta,2021-10-23,+18252274251
756,Lucas,Murray,male,English,1,Yes, physical,inactive,1950-09-09,2020-04-29,Lucas.Murray18772@gmail.com,Manitoba,,+14311902923
757,Liam,Graham,male,French,0,No, physical,inactive,2002-10-27,2021-05-16,Liam.Graham41622@gmx.com,Manitoba,2020-09-20,+12042894520
758,Aria,Reynolds,female,French,1,No, physical,active,1967-10-11,2020-06-12,Aria.Reynolds45801@hotmail.com,Nova Scotia,2021-03-21,+19022851350
759,Hannah,Cote,female,English,0,Yes, physical,active,1965-08-16,2021-02-06,Hannah.Cote53081@aol.com,Ontario,2020-05-30,+15484007799
760,Liam,Nadeau,male,English,0,No, physical,active,1957-01-12,2021-01-27,Liam.Nadeau95776@hotmail.com,British Columbia,,+16726102237
761,Mason,Reynolds,male,English,0,Yes, physical,active,1962-10-13,2020-09-17,Mason.Reynolds6820@gmail.com,Ontario,,+19056064852
762,Ava,Grant,female,English,0,No, physical,active,1949-03-06,2020-11-20,Ava.Grant79919@aol.com,Ontario,2019-11-02,+16478631769
763,Owen,Khan,male,English,1,Yes,business,inactive,1995-07-17,2020-01-18,Owen.Khan95800@gmail.com,British Columbia,2020-02-26,+16728040738
764,Isla,Lapointe,female,French,0,No, physical,inactive,1960-01-22,2020-05-21,Isla.Lapointe95758@gmx.com,Ontario,2020-09-29,+13655740410
765,Mason,Rogen,male,French,1,No, physical,inactive,1957-10-14,2020-06-09,Mason.Rogen70468@yahoo.com,Quebec,2020-03-17,+15795088690
766,Hannah,Johnson,female,English,0,No, physical,active,1950-03-06,2020-03-17,Hannah.Johnson45716@gmail.com,Alberta,2019-01-25,+18254530963
767,Charlotte,Robinson,female,English,1,Yes, physical,active,1969-04-01,2021-02-20,Charlotte.Robinson23027@gmx.com,Ontario,2020-06-26,+18078792810
768,James,Michaud,male,English,0,No,business,active,1962-06-28,2020-02-22,James.Michaud99743@aol.com,Ontario,2020-03-17,+17057257481
769,Owen,Leblanc,male,French,1,No, physical,inactive,2003-07-03,2021-09-26,Owen.Leblanc7050@yahoo.com,Ontario,2020-11-05,+13655319015
770,James,Girard,male,English,0,No,business,active,1957-11-14,2021-04-05,James.Girard43936@aol.com,Nova Scotia,,+17828990022
771,Aria,Fortin,female,English,0,No, physical,inactive,1970-11-12,2021-03-26,Aria.Fortin3352@yahoo.com,Ontario,,+12498367609
772,Chloe,Jackson,female,English,0,Yes, physical,active,1973-05-21,2020-02-19,Chloe.Jackson18818@gmail.com,Ontario,,+16136655572
773,Zoey,Fortin,female,English,0,No, physical,active,1951-07-14,2021-01-09,Zoey.Fortin55835@yahoo.com,Ontario,2021-05-08,+12269151772
774,Alexander,Beaulieu,male,English,0,No, physical,inactive,1967-01-12,2020-06-30,Alexander.Beaulieu24994@hotmail.com,Ontario,,+18072398538
775,Isla,Ouellet,female,English,1,Yes, physical,active,1964-07-03,2020-09-20,Isla.Ouellet11601@gmx.com,Quebec,,+18199664459
776,Alexander,Fortin,male,English,1,No, physical,active,1947-08-02,2021-07-04,Alexander.Fortin9256@aol.com,Quebec,2021-12-19,+13679858236
777,Henry,Leblanc,male,English,0,Yes, physical,active,1982-07-01,2020-04-26,Henry.Leblanc77619@aol.com,British Columbia,2019-06-22,+12502495143
778,Ellie,Nadeau,female,English,0,Yes, physical,active,1942-07-26,2021-11-25,Ellie.Nadeau99329@gmail.com,Saskatchewan,2020-06-20,+13067058485
779,Isla,Nguyen,female,French,0,No, physical,inactive,1988-05-21,2021-01-21,Isla.Nguyen15777@mail.com,Alberta,,+17804618028
780,Jackson,Cameron,male,English,0,Yes, physical,active,1965-01-26,2020-05-21,Jackson.Cameron3017@gmx.com,Saskatchewan,,+13065053693
781,William,Evans,male,English,1,No, physical,active,1992-01-15,2021-03-24,William.Evans30613@gmx.com,Alberta,2020-11-20,+18251914689
782,Charlie,Grant,female,English,1,Yes,business,active,2001-09-26,2020-05-05,Charlie.Grant90135@gmx.com,British Columbia,2020-03-06,+12365114992
783,Miles,Levesque,male,English,0,No, physical,active,1980-10-19,2021-02-22,Miles.Levesque11887@gmx.com,Quebec,2019-07-30,+13675254422
784,James,Grant,male,English,0,Yes, physical,active,1995-02-16,2020-07-24,James.Grant32830@gmail.com,British Columbia,,+17784148930
785,Owen,Beaulieu,male,English,0,No, physical,active,1974-01-31,2020-08-08,Owen.Beaulieu58816@gmail.com,Quebec,2020-08-25,+15795499381
786,Alexander,Fortin,male,English,0,Yes, physical,inactive,1953-07-14,2020-12-22,Alexander.Fortin37011@gmail.com,Ontario,2020-09-06,+14168902006
787,Isabella,Morin,female,English,1,Yes, physical,active,2000-02-17,2020-04-08,Isabella.Morin86869@gmail.com,British Columbia,2021-07-18,+12365933205
788,Ellie,Anderson,female,French,0,Yes, physical,inactive,1957-02-11,2020-01-15,Ellie.Anderson83851@aol.com,Quebec,2020-03-23,+15818344404
789,James,Evans,male,English,1,Yes, physical,active,1991-07-19,2020-06-05,James.Evans86692@mail.com,British Columbia,2020-11-01,+16722625890
790,Aria,Grant,female,English,0,Yes, physical,active,1963-12-19,2021-08-07,Aria.Grant62296@gmx.com,British Columbia,,+16045582430
791,Chloe,Harris,female,English,0,No, physical,active,1985-09-12,2020-04-17,Chloe.Harris79093@gmx.com,Ontario,,+16479528772
792,Lucas,Leblanc,male,Chinese,1,No, physical,active,1958-11-10,2020-08-03,Lucas.Leblanc36525@gmx.com,Ontario,,+13431194639
793,Ella,Rogen,female,French,1,Yes,business,active,1959-05-24,2021-12-15,Ella.Rogen96671@gmx.com,Manitoba,,+12047888492
794,Elliot,Bouchard,male,French,0,No, physical,active,1950-11-12,2020-12-11,Elliot.Bouchard15882@gmail.com,Quebec,2021-05-30,+14189295318
795,Lily,Gauthier,female,English,1,No, physical,active,1943-08-20,2021-08-15,Lily.Gauthier60770@aol.com,Ontario,2020-07-02,+13431168471
796,Jacob,Girard,male,English,1,No, physical,active,1962-11-30,2020-07-05,Jacob.Girard89977@gmail.com,Quebec,,+13678158624
797,Leah,Graham,female,French,0,No, physical,active,2002-05-04,2021-09-06,Leah.Graham28725@yahoo.com,Ontario,,+12892639233
798,Liam,Peters,male,French,1,Yes, physical,active,1965-03-12,2020-09-15,Liam.Peters6034@yahoo.com,Ontario,2018-12-08,+15481549761
799,Henry,Evans,male,English,0,No, physical,active,1964-02-18,2020-10-31,Henry.Evans90242@hotmail.com,Nova Scotia,2020-08-26,+19021525059
800,Mateo,Harris,male,English,0,No, physical,active,1999-09-06,2020-01-26,Mateo.Harris94680@mail.com,Quebec,2021-05-08,+18199559597
801,Ava,Bouchard,female,English,1,Yes, physical,active,1956-09-04,2021-08-10,Ava.Bouchard20369@aol.com,Quebec,2021-04-17,+13677514809
802,Leo,Reynolds,male,English,0,Yes, physical,active,1965-05-03,2020-09-11,Leo.Reynolds22534@gmail.com,Ontario,2020-08-16,+16132843629
803,Ava,Johnston,female,English,1,No, physical,active,1952-07-20,2021-07-26,Ava.Johnston17783@yahoo.com,Manitoba,2020-05-18,+14313657931
804,Mia,Nadeau,female,English,0,No, physical,active,1982-08-01,2020-10-27,Mia.Nadeau54580@gmail.com,British Columbia,2021-05-04,+12364484459
805,Aria,Fortin,female,English,1,No,business,active,1998-12-30,2021-12-13,Aria.Fortin15783@hotmail.com,Quebec,2020-12-16,+14188537839
806,Scarlett,Morin,female,French,0,Yes, physical,active,1978-05-10,2021-02-19,Scarlett.Morin18529@gmx.com,Alberta,2020-06-25,+17805459105
807,Leah,Kennedy,female,French,0,No, physical,active,1952-02-10,2021-09-16,Leah.Kennedy87777@yahoo.com,British Columbia,,+12506967143
808,Ella,Michaud,female,English,0,No, physical,active,1945-12-08,2020-10-27,Ella.Michaud2333@mail.com,Ontario,,+14371681192
809,Mason,Evans,male,English,0,No, physical,active,1970-11-18,2020-11-29,Mason.Evans45771@hotmail.com,Quebec,,+13677712083
810,Isla,Graham,female,English,1,Yes, physical,active,1981-08-09,2020-04-25,Isla.Graham37624@gmx.com,Saskatchewan,,+16399764771
811,Levi,Lapointe,male,French,0,Yes, physical,active,1998-12-29,2020-07-21,Levi.Lapointe63416@yahoo.com,Ontario,2019-10-30,+12892249317
812,Emma,Davis,female,English,0,No,business,active,1941-10-15,2021-07-18,Emma.Davis2598@yahoo.com,Quebec,,+14505664329
813,James,King,male,French,0,No, physical,active,1961-04-25,2020-08-24,James.King44338@gmx.com,Manitoba,,+12049569364
814,Elliot,Gagnon,male,Chinese,1,No, physical,active,1981-07-07,2020-12-24,Elliot.Gagnon13036@gmx.com,Ontario,2021-04-27,+16138379196
815,Abigail,Richard,female,English,0,Yes, physical,inactive,1975-09-03,2021-12-21,Abigail.Richard62484@gmail.com,British Columbia,,+12507178030
816,Nathan,Johnston,male,English,0,Yes, physical,inactive,1986-05-15,2021-08-02,Nathan.Johnston16176@hotmail.com,British Columbia,,+16728462633
817,Levi,Robinson,male,English,1,Yes, physical,active,1999-02-16,2021-03-30,Levi.Robinson75175@gmx.com,Ontario,2021-10-26,+17057760742
818,Mila,Graham,female,English,1,Yes, physical,active,2001-10-18,2020-02-10,Mila.Graham52425@aol.com,Ontario,2020-05-11,+18077335885
819,Benjamin,Beaulieu,male,English,1,No, physical,active,1942-09-24,2020-04-26,Benjamin.Beaulieu41504@aol.com,Ontario,,+14371905628
820,Hannah,Peters,female,French,1,Yes,business,active,1942-03-10,2020-08-29,Hannah.Peters46944@gmail.com,Alberta,2020-09-09,+14032826402
821,Benjamin,Evans,male,English,0,Yes, physical,active,1980-03-04,2021-04-15,Benjamin.Evans82179@gmx.com,British Columbia,2021-07-17,+16721797096
822,Ellie,Gauthier,female,English,0,No, physical,active,1966-12-31,2020-10-20,Ellie.Gauthier6203@gmx.com,British Columbia,2021-02-21,+17781686678
823,Nora,Khan,female,English,0,No,business,active,1999-05-12,2021-01-15,Nora.Khan82174@mail.com,British Columbia,2020-09-04,+12369318970
824,Charlie,Anderson,female,Chinese,1,Yes, physical,active,1983-02-10,2020-06-26,Charlie.Anderson40966@hotmail.com,British Columbia,,+12362962649
825,Alexander,Bouchard,male,French,0,Yes, physical,active,1948-10-25,2020-06-05,Alexander.Bouchard45013@hotmail.com,Quebec,2020-05-30,+13671960235
826,Amelia,Lapointe,female,English,0,Yes, physical,active,1969-06-03,2021-05-06,Amelia.Lapointe37936@hotmail.com,Alberta,2020-08-12,+14031240076
827,James,Murray,male,English,1,Yes, physical,active,1987-08-27,2020-03-29,James.Murray94658@mail.com,Alberta,2019-07-06,+18252903876
828,Ellie,Beaulieu,female,English,0,No, physical,active,1962-01-24,2021-12-11,Ellie.Beaulieu78198@aol.com,New Brunswick,,+15062033357
829,Lucas,Lin,male,English,0,Yes, physical,inactive,1997-03-13,2021-02-12,Lucas.Lin11928@mail.com,Alberta,2021-03-08,+17804868364
830,Liam,Michaud,male,English,0,Yes,business,active,1990-06-14,2020-04-03,Liam.Michaud44948@mail.com,British Columbia,2021-01-09,+16045998255
831,James,Richard,male,French,0,Yes,business,active,2003-03-02,2020-10-19,James.Richard17797@aol.com,Ontario,2020-02-25,+15191280413
832,Elliot,Beaulieu,male,French,1,No, physical,active,1951-07-29,2020-09-30,Elliot.Beaulieu20771@yahoo.com,Quebec,,+15145903869
833,Avery,Bouchard,female,English,0,No, physical,active,1949-04-05,2020-07-24,Avery.Bouchard22841@aol.com,Ontario,,+12498284889
834,Everly,Graham,female,French,1,No, physical,active,1976-09-17,2020-04-30,Everly.Graham52260@hotmail.com,Quebec,2020-02-03,+15145089943
835,Ellie,Harris,female,English,0,Yes, physical,active,1964-07-17,2020-05-20,Ellie.Harris5518@gmx.com,Ontario,2021-08-07,+13438637278
836,Oliver,Michaud,male,English,0,No, physical,active,1959-12-29,2021-02-10,Oliver.Michaud52237@gmail.com,Nova Scotia,2020-01-06,+17829191120
837,Leah,Mitchell,female,English,1,No, physical,active,1949-11-08,2020-07-28,Leah.Mitchell95085@hotmail.com,British Columbia,2021-04-08,+17788956329
838,Theodore,Fortin,male,French,1,Yes, physical,active,1987-12-19,2021-10-29,Theodore.Fortin82456@aol.com,Ontario,,+12498079348
839,Hannah,Kennedy,female,English,1,No, physical,active,1990-12-20,2020-03-13,Hannah.Kennedy86311@gmx.com,Ontario,,+16136649635
840,Jack,Reynolds,male,French,0,No,business,active,1992-06-27,2021-08-27,Jack.Reynolds33859@gmx.com,Quebec,,+15143915009
841,Jacob,Ouellet,male,English,1,Yes, physical,active,2002-01-02,2020-09-01,Jacob.Ouellet22497@yahoo.com,Ontario,,+16134123762
842,Abigail,Lavoie,female,English,1,No, physical,active,1953-04-19,2021-08-28,Abigail.Lavoie5950@gmx.com,Quebec,,+18196405705
843,Theodore,Pelletier,male,English,0,No, physical,active,1995-08-27,2020-05-03,Theodore.Pelletier44614@aol.com,Quebec,2021-08-24,+14383439519
844,Ella,Gill,female,English,1,No, physical,inactive,1956-10-22,2020-06-02,Ella.Gill28532@aol.com,Manitoba,,+14312790152
845,Ethan,Michaud,male,English,1,No, physical,active,1974-12-23,2020-12-11,Ethan.Michaud92977@yahoo.com,Quebec,2019-09-02,+14186095877
846,James,Morin,male,English,1,Yes, physical,active,1987-07-16,2020-06-30,James.Morin96291@hotmail.com,Ontario,,+16479237610
847,Levi,Davis,male,English,1,Yes, physical,active,1959-04-16,2020-02-02,Levi.Davis62060@aol.com,Ontario,2021-01-16,+16136394946
848,Nathan,Gill,male,French,1,No, physical,active,1969-04-02,2020-03-09,Nathan.Gill73304@gmx.com,Ontario,,+13655697244
849,Amelia,Gill,female,English,1,No, physical,active,2000-03-30,2020-04-27,Amelia.Gill93365@aol.com,Alberta,2021-03-28,+14033847411
850,Chloe,Girard,female,English,0,No, physical,active,2003-04-15,2020-02-07,Chloe.Girard82269@gmx.com,Quebec,,+15149551614
851,Mateo,Johnson,male,French,0,No, physical,active,1967-01-06,2021-09-19,Mateo.Johnson72901@hotmail.com,Alberta,,+15874430537
852,Ella,Landry,female,French,0,No, physical,active,1956-10-01,2021-12-03,Ella.Landry99419@yahoo.com,Ontario,2020-03-18,+15481107264
853,Leo,King,male,French,0,Yes, physical,active,2002-04-21,2020-05-30,Leo.King58142@gmail.com,Quebec,2019-02-19,+15811575412
854,Luca,Chen,male,English,1,No, physical,active,1953-10-31,2020-11-30,Luca.Chen95802@yahoo.com,Ontario,,+16478960963
855,Leah,Lavoie,female,English,1,No, physical,active,1993-04-14,2020-10-15,Leah.Lavoie86572@mail.com,Ontario,,+14166452192
856,Jacob,Morrison,male,English,0,No, physical,active,1941-05-14,2021-12-31,Jacob.Morrison71473@aol.com,Manitoba,2021-08-22,+14311915820
857,Charlie,Hall,female,English,1,No, physical,active,1997-04-12,2020-07-16,Charlie.Hall74702@gmail.com,Quebec,,+14386485756
858,Noah,Anderson,male,English,0,No, physical,active,1963-11-11,2021-03-05,Noah.Anderson90863@yahoo.com,Quebec,,+13676728073
859,Mason,Pelletier,male,English,1,No,business,active,1957-10-13,2020-04-01,Mason.Pelletier14870@yahoo.com,Manitoba,,+12045465482
860,Mia,Martin,female,French,0,No, physical,active,1960-06-21,2021-12-15,Mia.Martin23757@mail.com,Alberta,,+15874763818
861,Owen,Nguyen,male,French,0,Yes, physical,active,1953-02-21,2021-11-26,Owen.Nguyen2193@gmail.com,Ontario,,+17052325102
862,Nora,Peters,female,English,1,No, physical,inactive,1996-04-18,2021-05-12,Nora.Peters58321@mail.com,Manitoba,,+14315092021
863,Noah,Johnston,male,English,0,No, physical,inactive,1943-01-14,2020-10-10,Noah.Johnston29260@gmail.com,Ontario,2020-09-18,+14165128471
864,Olivia,Robinson,female,French,0,Yes, physical,active,1979-03-06,2021-04-28,Olivia.Robinson56703@gmx.com,Nova Scotia,2020-08-20,+19025609053
865,Jack,Lin,male,English,1,No, physical,active,1991-09-24,2020-07-23,Jack.Lin9827@gmail.com,Quebec,,+15799566879
866,Nora,Kennedy,female,English,1,Yes, physical,active,1957-06-01,2020-06-14,Nora.Kennedy56255@gmx.com,Alberta,2020-10-16,+14034351265
867,Scarlett,Bouchard,female,English,1,Yes, physical,active,1974-06-17,2021-12-30,Scarlett.Bouchard28485@gmx.com,Quebec,,+14183012002
868,Ava,Peters,female,English,1,No, physical,active,1941-12-13,2020-04-21,Ava.Peters49680@aol.com,Ontario,,+14162218445
869,Henry,Jackson,male,English,1,No, physical,inactive,1985-12-04,2021-07-29,Henry.Jackson63493@aol.com,Nova Scotia,,+19025558967
870,Mason,Morin,male,English,0,Yes,business,active,1949-08-27,2021-05-28,Mason.Morin30680@hotmail.com,Ontario,2020-10-02,+14162703168
871,Lily,King,female,English,0,Yes, physical,active,1966-12-11,2021-10-31,Lily.King50768@mail.com,Alberta,,+18258461569
872,Abigail,Murphy,female,English,0,No, physical,active,1962-07-25,2020-09-26,Abigail.Murphy88865@aol.com,Quebec,2021-03-05,+14184487337
873,Ella,Richard,female,English,0,No, physical,inactive,1951-12-20,2020-10-21,Ella.Richard23763@gmail.com,Ontario,,+13656823931
874,Nora,Davis,female,English,0,No,business,active,1984-03-05,2020-06-04,Nora.Davis66331@gmx.com,Ontario,,+13658889025
875,Mila,Johnston,female,English,0,Yes, physical,active,1972-03-15,2020-05-11,Mila.Johnston25364@hotmail.com,Saskatchewan,2021-01-05,+13069310950
876,Olivia,Landry,female,English,1,Yes, physical,active,1966-09-18,2020-03-14,Olivia.Landry29797@gmx.com,Ontario,,+17052488333
877,Ellie,Gagnon,female,English,0,No, physical,active,1980-02-03,2021-01-21,Ellie.Gagnon49303@yahoo.com,Ontario,,+16476635434
878,Lucas,Belanger,male,English,1,Yes, physical,inactive,1964-12-13,2020-07-11,Lucas.Belanger47373@aol.com,British Columbia,2020-03-15,+12365807577
879,Benjamin,Davis,male,French,0,Yes, physical,active,1975-05-01,2021-02-26,Benjamin.Davis88685@hotmail.com,Saskatchewan,,+13066613206
880,Isabella,Landry,female,English,1,No, physical,active,1947-01-11,2021-09-30,Isabella.Landry33251@mail.com,Quebec,,+14502939655
881,Logan,Harris,male,English,1,Yes, physical,active,1998-08-10,2021-03-07,Logan.Harris71625@hotmail.com,Alberta,2020-10-13,+15874533979
882,Levi,Murphy,male,English,0,No, physical,active,1962-04-10,2021-05-01,Levi.Murphy28325@gmx.com,Ontario,2020-02-19,+18073405222
883,Ellie,King,female,English,0,No, physical,active,1958-07-14,2020-07-26,Ellie.King55445@mail.com,British Columbia,2019-10-20,+16724626099
884,Liam,Belanger,male,English,1,No, physical,active,1968-06-24,2020-07-28,Liam.Belanger37287@aol.com,British Columbia,2020-07-30,+12502696704
885,Isabella,Levesque,female,French,1,Yes, physical,active,1982-06-21,2021-05-29,Isabella.Levesque46547@hotmail.com,Ontario,2021-03-04,+17051237766
886,Abigail,Beaulieu,female,English,0,Yes, physical,active,1950-05-19,2021-05-07,Abigail.Beaulieu34660@yahoo.com,Alberta,,+14039343567
887,Emma,Lapointe,female,English,0,Yes, physical,active,1995-05-01,2020-03-20,Emma.Lapointe84049@hotmail.com,Ontario,2021-08-19,+18075596870
888,Lily,Levesque,female,English,0,Yes,business,inactive,1989-02-21,2021-05-07,Lily.Levesque58803@yahoo.com,Alberta,,+17803286618
889,Leah,Pelletier,female,English,1,Yes, physical,active,2003-08-14,2020-08-22,Leah.Pelletier11543@gmail.com,Ontario,,+14371877755
890,Mateo,Peters,male,English,1,Yes, physical,active,1957-05-22,2021-08-16,Mateo.Peters84341@yahoo.com,Ontario,2020-11-20,+17059693318
891,Ethan,Gauthier,male,French,0,Yes, physical,active,1944-11-19,2020-05-20,Ethan.Gauthier29949@hotmail.com,Quebec,,+14387882390
892,James,Pelletier,male,French,1,Yes, physical,active,1981-04-02,2021-09-22,James.Pelletier63814@hotmail.com,Quebec,2020-02-03,+15797730192
893,Elliot,Davis,male,English,1,No,business,active,1966-12-10,2021-03-16,Elliot.Davis71681@gmx.com,Quebec,2020-11-19,+14381565315
894,Mila,Murphy,female,English,1,No, physical,active,1949-03-01,2021-09-15,Mila.Murphy7488@aol.com,Saskatchewan,,+16393120083
895,Avery,Levesque,female,English,1,Yes, physical,inactive,1995-11-01,2020-09-04,Avery.Levesque96900@gmail.com,Nova Scotia,,+17826662778
