customer_id,first_name,last_name,gender,age,language,agree_for_promo,autopay_card,customer_category,status,data_of_birth,customer_since,email,region,geo,termination_date,msisdn
7158,Jack,Campbell,male,1942,English,0,No, physical,inactive,1942-06-13,2020-12-05,Jack.Campbell35546@mail.com,Alberta,"[53.530798,-113.511802]",2021-07-18,+14034593845
7159,Henry,Graham,male,1950,English,0,No, physical,active,1950-05-23,2021-08-12,Henry.Graham54813@hotmail.com,Quebec,"[46.807102,-71.211788]",2021-01-18,+15146865091
7160,Everly,Peters,female,1946,English,1,Yes,business,inactive,1946-12-07,2020-05-18,Everly.Peters31354@aol.com,Quebec,"[46.807102,-71.211788]",,+18196192620
7161,Lucas,Pelletier,male,1993,English,0,Yes, physical,active,1993-12-06,2021-04-12,Lucas.Pelletier24312@aol.com,British Columbia,"[48.423095,-123.366788]",,+16727681477
7162,Leo,Ouellet,male,1955,English,0,No, physical,active,1955-07-01,2020-12-18,Leo.Ouellet46273@gmx.com,Ontario,"[43.684345,-79.431292]",,+12494097145
7163,James,Robinson,male,1952,English,0,No, physical,inactive,1952-09-28,2020-08-08,James.Robinson89206@hotmail.com,Nova Scotia,"[44.653761, -63.601324]",,+17823531731
7164,Emma,Richard,female,1942,English,1,Yes, physical,active,1942-03-28,2020-10-06,Emma.Richard52880@hotmail.com,Ontario,"[43.684345,-79.431292]",2020-07-20,+15197469016
7165,Scarlett,Graham,female,1941,English,0,No, physical,active,1941-04-13,2020-06-15,Scarlett.Graham73328@hotmail.com,Ontario,"[43.684345,-79.431292]",2020-03-14,+17058331576
7166,Abigail,Cote,female,1978,English,1,Yes, physical,active,1978-02-07,2021-08-30,Abigail.Cote4258@yahoo.com,Manitoba,"[49.887898, -97.134185]",2021-09-30,+12047960761
7167,Theodore,Lewis,male,1977,French,1,No,business,active,1977-12-17,2021-08-15,Theodore.Lewis66200@gmail.com,Manitoba,"[49.887898, -97.134185]",,+14315831027
7168,Theodore,Lewis,male,1974,English,0,No, physical,active,1974-01-17,2020-12-02,Theodore.Lewis31573@yahoo.com,Alberta,"[53.530798,-113.511802]",,+14034105597
7169,Logan,Cameron,male,1992,English,0,Yes,business,active,1992-11-07,2021-01-23,Logan.Cameron98339@aol.com,British Columbia,"[48.423095,-123.366788]",,+12504605771
7170,Ava,Michaud,female,1997,English,1,Yes, physical,active,1997-01-18,2020-08-03,Ava.Michaud55499@gmail.com,Ontario,"[43.684345,-79.431292]",2021-08-11,+16132572683
7171,Aria,Campbell,female,1945,English,0,No, physical,active,1945-07-28,2021-07-11,Aria.Campbell9233@gmx.com,Ontario,"[43.684345,-79.431292]",2020-06-02,+12491283506
7172,Isla,Ouellet,female,1965,English,1,Yes, physical,active,1965-09-18,2021-11-30,Isla.Ouellet24743@hotmail.com,Nova Scotia,"[44.653761, -63.601324]",,+17823963031
7173,Isabella,Michaud,female,1985,English,0,Yes, physical,active,1985-12-15,2021-03-16,Isabella.Michaud49721@aol.com,Ontario,"[43.684345,-79.431292]",2020-08-31,+12892713100
7174,Emma,MacDonald,female,1980,English,1,Yes, physical,active,1980-09-10,2021-10-01,Emma.MacDonald85990@hotmail.com,Ontario,"[43.684345,-79.431292]",,+16137396715
7175,Abigail,Lavoie,female,1963,English,0,Yes,business,active,1963-03-17,2021-07-09,Abigail.Lavoie69139@yahoo.com,Alberta,"[53.530798,-113.511802]",,+17805361689
7176,Jack,Ouellet,male,1947,Chinese,0,No,business,inactive,1947-04-21,2021-04-22,Jack.Ouellet30395@aol.com,Ontario,"[43.684345,-79.431292]",,+13652755327
7177,Charlotte,Harris,female,1977,English,1,No,business,active,1977-02-19,2021-04-16,Charlotte.Harris69012@gmx.com,British Columbia,"[48.423095,-123.366788]",2020-08-16,+12504451733
7178,Ellie,Fortin,female,1993,English,1,Yes, physical,active,1993-07-05,2020-10-30,Ellie.Fortin60375@hotmail.com,Ontario,"[43.684345,-79.431292]",,+12896125720
7179,Emma,Khan,female,1990,English,0,No, physical,active,1990-11-12,2020-03-11,Emma.Khan62011@hotmail.com,New Brunswick,"[45.956694, -66.658084]",,+15067979902
7180,Miles,Lavoie,male,1968,English,0,No, physical,active,1968-11-11,2020-08-08,Miles.Lavoie79015@gmx.com,Alberta,"[53.530798,-113.511802]",,+15878569921
7181,Sophia,Patel,female,1992,English,0,No, physical,active,1992-02-18,2021-12-31,Sophia.Patel46806@mail.com,Quebec,"[46.807102,-71.211788]",,+14503398024
7182,Liam,Khan,male,1994,English,0,No, physical,active,1994-10-05,2021-08-20,Liam.Khan39410@gmx.com,Ontario,"[43.684345,-79.431292]",,+19057776656
7183,Liam,Bouchard,male,1987,French,1,Yes, physical,active,1987-06-10,2021-09-21,Liam.Bouchard27316@yahoo.com,Ontario,"[43.684345,-79.431292]",,+12495332930
7184,Logan,Michaud,male,1967,English,0,Yes, physical,active,1967-05-04,2021-09-27,Logan.Michaud50786@hotmail.com,Ontario,"[43.684345,-79.431292]",,+16139688814
7185,Avery,Gauthier,female,1941,English,0,No, physical,active,1941-01-20,2020-11-13,Avery.Gauthier81970@gmx.com,Alberta,"[53.530798,-113.511802]",,+18253906904
7186,Hannah,Davis,female,1958,English,0,Yes, physical,active,1958-09-17,2021-10-01,Hannah.Davis82128@gmx.com,Alberta,"[53.530798,-113.511802]",,+15876105461
7187,Logan,Nadeau,male,2003,English,0,No, physical,active,2003-03-06,2021-03-11,Logan.Nadeau15611@gmail.com,Ontario,"[43.684345,-79.431292]",2020-04-13,+17053913341
7188,Aria,Martin,female,1958,Chinese,0,No, physical,active,1958-07-03,2020-12-20,Aria.Martin64112@mail.com,Ontario,"[43.684345,-79.431292]",,+13651005182
7189,Ethan,MacDonald,male,2000,English,0,Yes, physical,active,2000-01-18,2021-08-12,Ethan.MacDonald73496@yahoo.com,Alberta,"[53.530798,-113.511802]",,+15877743032
7190,Aria,Ouellet,female,1967,Chinese,1,No, physical,active,1967-04-15,2021-05-14,Aria.Ouellet40543@hotmail.com,Alberta,"[53.530798,-113.511802]",,+18256745139
7191,Chloe,Grant,female,1996,English,0,Yes, physical,active,1996-09-11,2021-03-12,Chloe.Grant30395@mail.com,Quebec,"[46.807102,-71.211788]",,+15794513799
7192,Mateo,Belanger,male,1943,English,0,No, physical,active,1943-08-09,2021-06-25,Mateo.Belanger79715@hotmail.com,British Columbia,"[48.423095,-123.366788]",2020-02-09,+16047811200
7193,Nora,Murray,female,1984,French,0,Yes, physical,active,1984-11-20,2020-02-22,Nora.Murray85567@gmail.com,British Columbia,"[48.423095,-123.366788]",2020-11-18,+16725955477
7194,Nathan,Murphy,male,1951,English,1,No, physical,active,1951-03-31,2021-10-03,Nathan.Murphy85737@yahoo.com,British Columbia,"[48.423095,-123.366788]",2020-09-16,+16721876297
7195,Jack,Rogen,male,1952,English,0,Yes,business,active,1952-12-30,2021-09-12,Jack.Rogen39741@mail.com,Ontario,"[43.684345,-79.431292]",,+13432764277
7196,Benjamin,Fortin,male,2000,English,0,No, physical,active,2000-09-22,2020-08-25,Benjamin.Fortin37570@gmail.com,British Columbia,"[48.423095,-123.366788]",2020-01-10,+16041305521
7197,Leah,Gauthier,female,1958,French,1,Yes, physical,active,1958-10-05,2021-01-20,Leah.Gauthier48666@gmx.com,Manitoba,"[49.887898, -97.134185]",,+12048763960
7198,Amelia,Reynolds,female,1955,English,0,No, physical,active,1955-12-24,2020-11-08,Amelia.Reynolds7513@yahoo.com,Quebec,"[46.807102,-71.211788]",2020-04-09,+14384197162
7199,Amelia,Graham,female,2003,Chinese,0,No, physical,active,2003-06-03,2021-05-13,Amelia.Graham72509@gmx.com,Ontario,"[43.684345,-79.431292]",,+16131384331
7200,Mason,Morrison,male,1951,English,1,No, physical,active,1951-08-23,2020-12-24,Mason.Morrison37966@mail.com,New Brunswick,"[45.956694, -66.658084]",,+15065394525
7201,Abigail,Lapointe,female,1990,English,1,No, physical,inactive,1990-01-20,2020-03-12,Abigail.Lapointe87372@gmail.com,Ontario,"[43.684345,-79.431292]",2020-09-26,+13654481220
7202,Miles,Lapointe,male,1940,English,1,No, physical,active,1940-11-09,2020-05-10,Miles.Lapointe63116@gmx.com,Ontario,"[43.684345,-79.431292]",,+17056355690
7203,Alexander,Murray,male,1975,English,0,No, physical,active,1975-05-31,2020-02-27,Alexander.Murray83483@hotmail.com,Quebec,"[46.807102,-71.211788]",,+15814553128
7204,Mila,Lavoie,female,1992,English,1,No, physical,active,1992-04-23,2020-01-07,Mila.Lavoie50755@yahoo.com,Ontario,"[43.684345,-79.431292]",,+12894386912
7205,James,Reynolds,male,1965,English,1,No, physical,active,1965-12-01,2021-10-13,James.Reynolds54174@gmx.com,Nova Scotia,"[44.653761, -63.601324]",,+17829767631
7206,Logan,Lin,male,1980,English,0,Yes, physical,inactive,1980-03-02,2020-11-16,Logan.Lin62668@mail.com,Manitoba,"[49.887898, -97.134185]",,+12046021013
7207,Grayson,Gill,male,1979,French,1,Yes, physical,active,1979-06-18,2020-01-01,Grayson.Gill5217@aol.com,Quebec,"[46.807102,-71.211788]",2021-04-21,+15817043748
7208,Mateo,Cote,male,1979,English,1,Yes, physical,active,1979-04-07,2021-04-03,Mateo.Cote84973@gmx.com,British Columbia,"[48.423095,-123.366788]",,+12366514941
7209,Nora,Davis,female,1953,French,1,No, physical,active,1953-09-17,2021-05-26,Nora.Davis64701@hotmail.com,Quebec,"[46.807102,-71.211788]",,+15146858348
7210,Everly,Robinson,female,1952,English,1,Yes, physical,active,1952-11-18,2020-04-14,Everly.Robinson21176@aol.com,New Brunswick,"[45.956694, -66.658084]",,+15061157545
7211,Benjamin,Lapointe,male,1982,English,1,No, physical,active,1982-05-27,2020-04-15,Benjamin.Lapointe51832@mail.com,Ontario,"[43.684345,-79.431292]",2020-05-17,+19051276442
7212,Charlotte,Richard,female,2001,English,0,Yes, physical,active,2001-08-20,2021-11-27,Charlotte.Richard86805@aol.com,Nova Scotia,"[44.653761, -63.601324]",2021-02-27,+17821647392
7213,Jackson,Gauthier,male,1968,French,0,No, physical,active,1968-05-11,2020-12-25,Jackson.Gauthier4923@gmx.com,Quebec,"[46.807102,-71.211788]",,+15814373543
7214,Noah,Cote,male,1969,English,1,No, physical,active,1969-10-09,2020-09-12,Noah.Cote82572@gmail.com,British Columbia,"[48.423095,-123.366788]",,+16046223014
7215,Jack,Peters,male,1984,English,0,Yes, physical,active,1984-10-09,2021-07-06,Jack.Peters38905@aol.com,Ontario,"[43.684345,-79.431292]",,+14372281736
7216,Sophia,Lapointe,female,1992,English,1,No, physical,active,1992-06-22,2020-05-24,Sophia.Lapointe49286@gmail.com,Nova Scotia,"[44.653761, -63.601324]",,+17824505426
7217,Ella,Gill,female,1997,English,0,Yes, physical,active,1997-01-24,2021-06-10,Ella.Gill22163@aol.com,Nova Scotia,"[44.653761, -63.601324]",,+17823337511
7218,Miles,Girard,male,1995,English,0,No, physical,active,1995-01-10,2020-12-27,Miles.Girard85825@gmx.com,Quebec,"[46.807102,-71.211788]",2020-07-09,+18731847042
7219,Jack,Morrison,male,1953,Chinese,1,Yes, physical,active,1953-04-08,2020-08-02,Jack.Morrison63327@mail.com,Ontario,"[43.684345,-79.431292]",,+17054034540
7220,Leah,Morin,female,1966,English,0,No, physical,active,1966-01-25,2021-03-21,Leah.Morin82077@mail.com,Manitoba,"[49.887898, -97.134185]",,+12041091397
7221,Jackson,Nadeau,male,1948,English,0,Yes, physical,active,1948-07-31,2021-11-17,Jackson.Nadeau25034@hotmail.com,Quebec,"[46.807102,-71.211788]",,+14503974549
7222,Isla,Lapointe,female,1968,English,1,No, physical,active,1968-03-07,2020-05-03,Isla.Lapointe97370@yahoo.com,Newfoundland and Labrador,"[47.561796, -52.712189]",2020-11-12,+17098113642
7223,Leo,MacDonald,male,1999,Chinese,1,No, physical,active,1999-04-07,2021-12-11,Leo.MacDonald9321@gmx.com,Alberta,"[53.530798,-113.511802]",,+14037219634
7224,Avery,Chen,female,1957,English,0,Yes,business,active,1957-03-11,2021-07-08,Avery.Chen12446@yahoo.com,Ontario,"[43.684345,-79.431292]",,+13433385990
7225,Jack,Bouchard,male,1990,French,0,Yes,business,active,1990-09-30,2020-09-15,Jack.Bouchard74041@yahoo.com,Alberta,"[53.530798,-113.511802]",,+15872076778
7226,Charlotte,Johnston,female,1957,English,0,Yes, physical,active,1957-08-15,2021-12-22,Charlotte.Johnston24290@yahoo.com,Alberta,"[53.530798,-113.511802]",2021-01-16,+14038928658
7227,Abigail,Murphy,female,1997,English,0,No, physical,inactive,1997-07-08,2020-06-22,Abigail.Murphy38221@hotmail.com,British Columbia,"[48.423095,-123.366788]",,+16046340980
7228,Grayson,Richard,male,1961,English,1,No, physical,active,1961-05-28,2020-06-11,Grayson.Richard87251@mail.com,British Columbia,"[48.423095,-123.366788]",,+12363178157
7229,James,Leblanc,male,1953,English,0,Yes, physical,active,1953-12-01,2020-05-14,James.Leblanc57472@hotmail.com,Quebec,"[46.807102,-71.211788]",,+15145963038
7230,Nathan,Richard,male,2003,English,1,No, physical,inactive,2003-03-30,2021-01-31,Nathan.Richard13121@gmx.com,Ontario,"[43.684345,-79.431292]",2019-11-28,+12894242078
7231,Charlie,Anderson,female,1944,English,1,No, physical,active,1944-10-14,2021-10-18,Charlie.Anderson44814@gmail.com,Alberta,"[53.530798,-113.511802]",,+15879620294
7232,Jackson,Lin,male,1995,French,0,No, physical,inactive,1995-09-29,2021-09-12,Jackson.Lin50300@mail.com,New Brunswick,"[45.956694, -66.658084]",2018-12-11,+15066879037
7233,Aria,Ouellet,female,1978,English,1,No, physical,active,1978-07-28,2020-01-15,Aria.Ouellet19407@aol.com,Ontario,"[43.684345,-79.431292]",,+18074426433
7234,Liam,Cote,male,1953,English,0,No,business,active,1953-06-06,2020-08-02,Liam.Cote40764@yahoo.com,Ontario,"[43.684345,-79.431292]",2020-03-28,+19053391944
7235,Ava,Campbell,female,1997,English,0,No, physical,active,1997-04-10,2020-07-05,Ava.Campbell4644@aol.com,Alberta,"[53.530798,-113.511802]",,+14033707669
7236,Leo,Ouellet,male,1950,French,0,No, physical,active,1950-11-03,2020-09-05,Leo.Ouellet85550@hotmail.com,Ontario,"[43.684345,-79.431292]",2020-07-18,+16135799714
7237,Leah,Levesque,female,1999,English,0,Yes, physical,active,1999-05-05,2021-06-05,Leah.Levesque2625@mail.com,New Brunswick,"[45.956694, -66.658084]",,+15063333370
7238,Emma,Evans,female,1963,English,0,Yes, physical,active,1963-04-01,2020-06-01,Emma.Evans68473@gmail.com,Ontario,"[43.684345,-79.431292]",,+16137229438
7239,Jackson,Rogen,male,2003,English,0,No, physical,active,2003-08-03,2021-09-21,Jackson.Rogen26916@gmx.com,British Columbia,"[48.423095,-123.366788]",,+12504792630
7240,Mateo,Kennedy,male,1958,English,1,Yes,business,active,1958-06-29,2021-07-10,Mateo.Kennedy35638@hotmail.com,Northwest Territories,"[62.455067, -114.426002]",2021-08-15,+18673962213
7241,Mia,Jackson,female,1941,English,0,No, physical,inactive,1941-02-14,2021-06-06,Mia.Jackson57264@hotmail.com,Ontario,"[43.684345,-79.431292]",2021-05-24,+15192503032
7242,Grayson,Khan,male,1952,English,0,No, physical,active,1952-05-16,2020-07-27,Grayson.Khan86816@aol.com,Ontario,"[43.684345,-79.431292]",,+15198455081
7243,Mila,Graham,female,1974,English,1,No, physical,active,1974-04-25,2021-04-28,Mila.Graham55595@gmx.com,Quebec,"[46.807102,-71.211788]",,+15792702700
7244,Noah,Mitchell,male,1998,French,1,No, physical,active,1998-07-11,2020-08-19,Noah.Mitchell18134@hotmail.com,Ontario,"[43.684345,-79.431292]",,+16133818752
7245,Mia,Murphy,female,1996,French,0,No, physical,active,1996-10-24,2020-06-01,Mia.Murphy97213@hotmail.com,Quebec,"[46.807102,-71.211788]",2020-05-27,+14388509617
7246,Jacob,Lewis,male,1965,English,1,No, physical,active,1965-11-01,2021-09-14,Jacob.Lewis36814@hotmail.com,Ontario,"[43.684345,-79.431292]",,+18078657346
7247,Ellie,Martin,female,1993,English,1,Yes, physical,active,1993-05-21,2021-11-09,Ellie.Martin7110@yahoo.com,Manitoba,"[49.887898, -97.134185]",,+14312359505
7248,Sophia,Khan,female,1964,English,0,No, physical,active,1964-02-02,2020-11-13,Sophia.Khan45097@gmail.com,Ontario,"[43.684345,-79.431292]",,+14163662902
7249,Ella,Patel,female,1997,English,0,Yes, physical,active,1997-05-21,2021-07-03,Ella.Patel6457@hotmail.com,Saskatchewan,"[50.464050, -104.605617]",,+16399160725
7250,Henry,Lin,male,1973,English,1,No,business,active,1973-11-30,2021-03-10,Henry.Lin9275@gmx.com,Ontario,"[43.684345,-79.431292]",2021-10-01,+16474714423
7251,Ellie,Girard,female,1951,English,1,Yes, physical,active,1951-11-17,2021-03-20,Ellie.Girard20793@gmx.com,Ontario,"[43.684345,-79.431292]",,+15487263798
7252,Emma,Morin,female,1953,English,0,No, physical,active,1953-08-15,2020-07-15,Emma.Morin12164@aol.com,Quebec,"[46.807102,-71.211788]",2020-05-27,+14503973730
7253,Ella,Lewis,female,1989,English,0,Yes, physical,active,1989-12-28,2021-10-08,Ella.Lewis95145@gmail.com,Alberta,"[53.530798,-113.511802]",,+18252914960
7254,Lily,Grant,female,1990,English,0,No, physical,active,1990-02-27,2020-08-28,Lily.Grant84636@mail.com,Nova Scotia,"[44.653761, -63.601324]",,+17825727222
7255,Levi,Patel,male,1964,Chinese,1,No, physical,active,1964-12-28,2020-07-21,Levi.Patel27109@gmx.com,Ontario,"[43.684345,-79.431292]",,+13437645572
7256,Sophia,Michaud,female,1961,French,1,No, physical,inactive,1961-06-29,2020-02-28,Sophia.Michaud8744@yahoo.com,Ontario,"[43.684345,-79.431292]",2020-06-24,+19059569197
7257,Charlie,Beaulieu,female,1962,English,1,Yes, physical,active,1962-02-08,2020-10-17,Charlie.Beaulieu25273@yahoo.com,Nova Scotia,"[44.653761, -63.601324]",2020-05-08,+19023186310
7258,Nora,Michaud,female,1980,French,1,Yes,business,active,1980-03-22,2021-09-23,Nora.Michaud50628@hotmail.com,Ontario,"[43.684345,-79.431292]",2021-11-12,+15484057035
7259,Chloe,King,female,1947,English,0,Yes, physical,active,1947-11-25,2021-04-28,Chloe.King89380@hotmail.com,Ontario,"[43.684345,-79.431292]",,+15194951532
7260,Logan,Gauthier,male,1996,French,1,No,business,active,1996-09-27,2021-07-04,Logan.Gauthier42614@yahoo.com,Ontario,"[43.684345,-79.431292]",,+19056558247
7261,Jacob,Bouchard,male,1980,English,1,Yes, physical,active,1980-01-12,2020-03-14,Jacob.Bouchard7498@yahoo.com,British Columbia,"[48.423095,-123.366788]",,+16043254720
7262,Charlie,Khan,female,2000,English,1,Yes,business,active,2000-04-01,2021-06-30,Charlie.Khan76257@gmx.com,Manitoba,"[49.887898, -97.134185]",2020-09-09,+12043050865
7263,Emma,King,female,1941,English,1,Yes, physical,active,1941-05-23,2021-06-05,Emma.King6875@aol.com,Alberta,"[53.530798,-113.511802]",2021-04-16,+17801469336
7264,Charlie,Landry,female,1940,English,1,No, physical,active,1940-07-27,2021-08-16,Charlie.Landry5311@gmail.com,Newfoundland and Labrador,"[47.561796, -52.712189]",2020-03-21,+17093594658
7265,Miles,Khan,male,1986,English,0,Yes, physical,active,1986-07-20,2020-06-08,Miles.Khan45535@aol.com,British Columbia,"[48.423095,-123.366788]",,+12502866821
7266,Mason,Morin,male,1953,English,1,Yes, physical,active,1953-09-27,2021-02-04,Mason.Morin39759@mail.com,Nova Scotia,"[44.653761, -63.601324]",2020-08-18,+17821364417
7267,Alexander,MacDonald,male,1967,English,0,No, physical,active,1967-07-06,2021-07-19,Alexander.MacDonald59465@yahoo.com,Ontario,"[43.684345,-79.431292]",,+14374993566
7268,Logan,Anderson,male,1993,English,0,Yes, physical,active,1993-02-11,2021-08-20,Logan.Anderson55774@gmail.com,Ontario,"[43.684345,-79.431292]",,+13651879762
7269,Nathan,Harris,male,1965,Chinese,1,Yes, physical,active,1965-12-19,2021-06-03,Nathan.Harris21647@aol.com,Manitoba,"[49.887898, -97.134185]",,+14318875573
7270,Leo,Pelletier,male,1940,English,1,No, physical,inactive,1940-12-11,2020-02-05,Leo.Pelletier11297@aol.com,Yukon,"[60.735414, -135.083119]",,+18673366681
7271,James,Campbell,male,1965,English,1,Yes, physical,inactive,1965-07-02,2021-12-31,James.Campbell37983@gmx.com,Ontario,"[43.684345,-79.431292]",2020-01-06,+17054272521
7272,Benjamin,Chen,male,1995,French,1,No, physical,active,1995-01-02,2020-09-01,Benjamin.Chen46331@gmx.com,British Columbia,"[48.423095,-123.366788]",2020-06-18,+16729843225
7273,Avery,Gill,female,1981,English,0,No, physical,active,1981-03-24,2021-02-06,Avery.Gill62073@gmx.com,Alberta,"[53.530798,-113.511802]",2020-03-03,+17806044337
7274,Isla,Gagnon,female,2003,English,0,Yes, physical,inactive,2003-03-25,2021-09-17,Isla.Gagnon99640@gmail.com,British Columbia,"[48.423095,-123.366788]",2019-02-16,+16728898643
7275,Liam,Nguyen,male,1951,English,1,No, physical,active,1951-03-04,2020-06-02,Liam.Nguyen54730@hotmail.com,Ontario,"[43.684345,-79.431292]",2020-05-03,+12493448997
7276,Ethan,Anderson,male,1949,English,0,Yes, physical,active,1949-05-05,2020-05-05,Ethan.Anderson82825@hotmail.com,British Columbia,"[48.423095,-123.366788]",2018-11-07,+12369367542
7277,Luca,Murray,male,1990,French,1,No, physical,active,1990-01-17,2021-02-07,Luca.Murray72304@yahoo.com,Ontario,"[43.684345,-79.431292]",2020-11-25,+16475109006
7278,Isabella,Anderson,female,1958,English,0,Yes, physical,active,1958-06-01,2020-06-15,Isabella.Anderson24851@gmail.com,Newfoundland and Labrador,"[47.561796, -52.712189]",,+17092715978
7279,Aria,Reynolds,female,1946,English,1,No, physical,inactive,1946-03-19,2020-07-13,Aria.Reynolds42009@aol.com,Ontario,"[43.684345,-79.431292]",,+19055247679
7280,Leo,Gagnon,male,1984,English,0,No,business,inactive,1984-01-11,2020-05-24,Leo.Gagnon93667@aol.com,Nova Scotia,"[44.653761, -63.601324]",,+17828538027
7281,Lucas,Pelletier,male,1986,English,0,Yes, physical,active,1986-07-02,2020-05-12,Lucas.Pelletier62798@mail.com,Quebec,"[46.807102,-71.211788]",,+18734758736
7282,Leo,Patel,male,1950,French,0,Yes, physical,active,1950-07-15,2020-09-07,Leo.Patel29110@hotmail.com,Quebec,"[46.807102,-71.211788]",,+14189921074
7283,Mia,Levesque,female,1982,French,0,Yes, physical,active,1982-08-13,2021-05-22,Mia.Levesque72332@gmx.com,Alberta,"[53.530798,-113.511802]",2020-03-21,+14035857556
7284,Ethan,Campbell,male,1983,English,0,Yes, physical,active,1983-09-26,2020-09-05,Ethan.Campbell65734@gmail.com,Ontario,"[43.684345,-79.431292]",,+12894177774
7285,Sophia,Leblanc,female,1952,English,1,No, physical,active,1952-11-26,2021-02-13,Sophia.Leblanc60901@gmail.com,British Columbia,"[48.423095,-123.366788]",,+12363696014
7286,Riley,Johnston,female,2003,English,0,No, physical,active,2003-03-01,2021-10-09,Riley.Johnston89190@hotmail.com,Ontario,"[43.684345,-79.431292]",2019-10-27,+14163314237
7287,Charlotte,Morin,female,1982,English,0,Yes, physical,active,1982-09-11,2020-06-30,Charlotte.Morin3825@gmx.com,Ontario,"[43.684345,-79.431292]",2020-02-16,+18077608618
7288,Abigail,Cote,female,1992,English,1,No, physical,active,1992-03-17,2020-06-24,Abigail.Cote29377@yahoo.com,Nova Scotia,"[44.653761, -63.601324]",,+19021007758
7289,Theodore,Jackson,male,2000,English,0,Yes,business,active,2000-05-21,2020-09-26,Theodore.Jackson11851@aol.com,Newfoundland and Labrador,"[47.561796, -52.712189]",2020-02-12,+17091984430
7290,Lily,Mitchell,female,1987,English,0,Yes, physical,active,1987-06-17,2021-05-09,Lily.Mitchell68586@yahoo.com,Ontario,"[43.684345,-79.431292]",2020-02-28,+13433687105
7291,Ava,Cameron,female,1956,English,0,Yes, physical,active,1956-11-21,2021-07-03,Ava.Cameron70321@gmx.com,Quebec,"[46.807102,-71.211788]",,+18731373524
7292,Leo,Martin,male,1950,English,1,No, physical,active,1950-11-12,2020-02-10,Leo.Martin95673@mail.com,Ontario,"[43.684345,-79.431292]",2019-07-13,+13654955249
7293,Charlie,Gill,female,1945,English,0,No,business,active,1945-05-14,2020-09-16,Charlie.Gill71463@yahoo.com,Ontario,"[43.684345,-79.431292]",2020-10-22,+17053667264
7294,Sophia,Richard,female,1980,English,0,No, physical,active,1980-06-02,2021-11-25,Sophia.Richard57075@gmx.com,Saskatchewan,"[50.464050, -104.605617]",2020-06-28,+16395632585
7295,Oliver,Cote,male,1942,English,0,No, physical,active,1942-03-24,2021-12-19,Oliver.Cote32700@yahoo.com,Ontario,"[43.684345,-79.431292]",2021-05-25,+13433148467
7296,Henry,Fortin,male,1986,English,0,Yes, physical,active,1986-12-31,2020-07-21,Henry.Fortin859@gmail.com,Ontario,"[43.684345,-79.431292]",,+14163516830
7297,Mia,Gauthier,female,1995,English,1,No, physical,active,1995-09-06,2021-03-23,Mia.Gauthier99484@gmx.com,British Columbia,"[48.423095,-123.366788]",2020-04-08,+16045020421
7298,Isla,Davis,female,1940,English,1,Yes, physical,active,1940-08-17,2020-08-06,Isla.Davis8424@gmx.com,Ontario,"[43.684345,-79.431292]",,+16135385010
7299,Olivia,Kennedy,female,1963,English,0,No,business,active,1963-04-06,2020-07-10,Olivia.Kennedy46128@mail.com,Ontario,"[43.684345,-79.431292]",2020-05-02,+16133972635
7300,Mila,Murphy,female,1967,French,1,Yes, physical,inactive,1967-10-12,2021-10-10,Mila.Murphy20494@mail.com,Ontario,"[43.684345,-79.431292]",2020-12-16,+13658036928
7301,Noah,Jackson,male,1978,English,1,Yes, physical,active,1978-04-30,2020-06-01,Noah.Jackson37257@hotmail.com,Nova Scotia,"[44.653761, -63.601324]",,+19023973500
7302,Avery,Lavoie,female,1979,French,0,Yes, physical,active,1979-01-25,2020-12-11,Avery.Lavoie29550@hotmail.com,Ontario,"[43.684345,-79.431292]",,+18075469798
7303,Isla,Beaulieu,female,1952,French,1,No, physical,active,1952-12-13,2021-05-24,Isla.Beaulieu27413@gmx.com,Ontario,"[43.684345,-79.431292]",,+13657180005
7304,Sophia,MacDonald,female,2001,English,0,Yes, physical,active,2001-11-19,2020-07-20,Sophia.MacDonald42264@hotmail.com,British Columbia,"[48.423095,-123.366788]",2021-06-27,+17782778747
7305,Charlotte,Leblanc,female,1969,English,1,Yes, physical,inactive,1969-09-24,2020-05-13,Charlotte.Leblanc84511@hotmail.com,Ontario,"[43.684345,-79.431292]",,+15484735918
7306,Grayson,Gagnon,male,1998,English,1,Yes, physical,active,1998-03-12,2021-08-10,Grayson.Gagnon50006@aol.com,Quebec,"[46.807102,-71.211788]",,+15148724907
7307,Scarlett,Campbell,female,1959,English,1,No, physical,active,1959-08-18,2020-08-13,Scarlett.Campbell50580@aol.com,British Columbia,"[48.423095,-123.366788]",2021-03-10,+17784936988
7308,James,Mitchell,male,1948,French,1,No,business,active,1948-07-31,2021-10-15,James.Mitchell90047@yahoo.com,Quebec,"[46.807102,-71.211788]",2020-02-10,+14183542856
7309,Emma,Hall,female,1967,English,0,Yes, physical,active,1967-01-03,2020-01-31,Emma.Hall79602@hotmail.com,Nova Scotia,"[44.653761, -63.601324]",2021-09-09,+19021222972
7310,Grayson,Morrison,male,1991,French,0,Yes, physical,active,1991-10-10,2021-08-16,Grayson.Morrison88318@gmx.com,Manitoba,"[49.887898, -97.134185]",,+12041111229
7311,Isabella,Graham,female,2001,English,0,Yes, physical,inactive,2001-05-07,2020-03-26,Isabella.Graham40243@gmx.com,Ontario,"[43.684345,-79.431292]",2021-03-06,+12269671193
